NOMBRE,REGION,PROVINCIA,CODIGO,INSTITUCION,DISTRITO,DIRECCIÓN,latitude,longitude
CIRUGIA LAPAROSCOPICA E.I.R.LTDA (CLINICA CIRLAP),LIMA,LIMA,23918,PRIVADO,LINCE,AVENIDA AREQUIPA  NÚMERO 2685 PISO 3 INTERIOR 301 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.078250500000001,-77.03556479999999
SANTA MARIA DEL SOCORRO,ICA,ICA,3359,GOB REGIONAL,ICA,CALLE CALLE CASTROVIRREYNA N° 759 CALLE CASTROVIRREYNA N° 759 ICA ICA ICA  ICA ICA,-14.0585465,-75.72926290000001
PARDO,CUSCO,CUSCO,11338,PRIVADO,WANCHAQ,AV. LA CULTURA N 710 CUSCO CUSCO,-13.521556,-71.96538799999998
POSTA MEDICA CHALA,AREQUIPA,CARAVELI,27538,ESSALUD,,POSTA MEDICA CHALA CARAVELI AREQUIPA,-15.860706200000001,-74.2466666
HOSPITAL SAN JOSE,CALLAO,CALLAO,6219,GOB REGIONAL,CARMEN DE LA LEGUA-REYNOSO,JIRÓN LAS MAGNOLIAS 475 DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO  CALLAO CALLAO,-12.0428159,-77.0985997
TUPAC AMARU,CUSCO,CUSCO,25210,GOB REGIONAL,,TUPAC AMARU CUSCO CUSCO,-13.5311854,-71.9189183
CLINICA MARIA HUARHUA E.I.R.L (CLINICA MARIA HUARHUA),LIMA,LIMA,17824,PRIVADO,VILLA MARIA DEL TRIUNFO,AV. LATINOAMERICA 200 JR CAETE 390 MZ 27 LT 4A SECT.VALLE BAJO 3ERA ETAPA JC MAREATEGUI SAN GABRIEL LIMA LIMA,-12.1482216,-76.9495281
HOSPITAL DE VENTANILLA,CALLAO,CALLAO,7126,GOB REGIONAL,VENTANILLA,AV. PEDRO BELTRAN  CALLE 3 SN (REF. AL COSTADO CO CALLAO CALLAO,-11.8706413,-77.1204966
HOSPITAL REFERENCIAL DOCENTE TUMAN,LAMBAYEQUE,CHICLAYO,11083,PRIVADO,TUMAN,AV. EL TRABAJO SN  - COOPERATIVA TUMAN CHICLAYO LAMBAYEQUE,-6.748572099999999,-79.7025168
CENTRO MEDICO ESPECIALIZADO VERONESI SAC,LIMA,HUAURA,14262,PRIVADO,HUACHO,AVENIDA TUPAC AMARU 516 DISTRITO HUACHO PROVINCIA HUAURA DEPARTAMENTO LIMA  HUAURA LIMA,-11.1075134,-77.597561
CLINICA SAN MIGUEL ARCANGEL S.A.C.,LIMA,LIMA,9104,PRIVADO,SAN JUAN DE LURIGANCHO,JIRÓN JR. LAS GARDENIAS 754-760 URB. - LOS JASMINES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-11.970404199999999,-77.00162279999998
HOSPITAL DE APOYO RECUAY,ANCASH,RECUAY,1472,GOB REGIONAL,RECUAY,JR. BOLIVAR N 200 RECUAY RECUAY ANCASH,-9.7289114,-77.45280859999998
CLINICA DIVINO NIÑO JESUS - ORDEN DE MALTA,LIMA,LIMA,16794,PRIVADO,SAN JUAN DE MIRAFLORES,JR ISMAEL ESCOBAR 329 LIMA LIMA,-12.1484289,-76.9769438
HOSPITAL DE APOYO CHEPEN,LA LIBERTAD,CHEPEN,5299,GOB REGIONAL,CHEPEN,AVENIDA AV. 28 DE JULIO SN NÚMERO SN DISTRITO CHEPEN PROVINCIA CHEPEN DEPARTAMENTO LA LIBERTAD  CHEPEN LA LIBERTAD,-7.2233636,-79.43381289999998
HERMANA JOSEFINA SERRANO,CUSCO,CUSCO,16758,PRIVADO,CUSCO,CALLE SAN ANDRES 321 CUSCO CUSCO,-13.5201202,-71.9780502
HOSPITAL SAN JOSE DE CHINCHA,ICA,CHINCHA,3414,GOB REGIONAL,CHINCHA ALTA,AVENIDA ABELARDO ALVA MAURTUA N° 600 AV. ABELARDO ALVA MAURTUA N° 600 CHINCHA ALTA CHINCHA ICA  CHINCHA ICA,-13.4156394,-76.12867259999999
HOSPITAL SAN MARTÍN DE PORRES,PUNO,CARABAYA,2974,GOB REGIONAL,MACUSANI,JR. GRAU N 511 - MACUSANI CARABAYA PUNO,-12.067668,-77.03824499999999
SAN VICENTE,ICA,ICA,12765,PRIVADO,ICA,AVENIDA LOS MAESTROS N 422 URB. SAN JOSE DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA  ICA ICA,-14.074388399999998,-75.7385582
CLINICA SANTA MARIA,LIMA,LIMA,12947,PRIVADO,SURQUILLO,CALLE LAS AGUILAS NO. 360 URB. LIMATAMBO LIMA LIMA,-12.1033684,-77.0261531
REGIONAL DE ICA,ICA,ICA,3358,GOB REGIONAL,ICA,PROLONGACIÓN PROLONG. AYABACA SN NÚMERO SN DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA  ICA ICA,-14.071944400000001,-75.73388890000001
CLUB DE LA SALUD,LIMA,LIMA,10251,PRIVADO,CHORRILLOS,AV. CHORRILLOS 171 - 173 CHORRILLOS LIMA LIMA,-12.1571478,-77.02281769999998
SAN JUAN DE KIMBIRI-VRAEM,CUSCO,LA CONVENCION,2469,GOB REGIONAL,KIMBIRI,AVENIDA AVENIDA AEROPUERTOSN  KIMBIRI  LA CONVENCIÓN  CUSCO SN AVENIDA AEROPUERTOSN  KIMBIRI  LA CONVENCIÓN  CUSCO KIMBIRI LA CONVENCION CUSCO  LA CONVENCION CUSCO,-12.6160299,-73.79498090000001
CLINICA BELLAFORMA,LIMA,LIMA,26793,PRIVADO,,CLINICA BELLAFORMA LIMA LIMA,-12.0711759,-77.05020700000001
HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,LIMA,LIMA,5947,MINSA,LURIGANCHO,JR. AREQUIPA 214-218 LIMA LIMA,-11.9562018,-77.05160029999998
CARLOS MONJE MEDRANO,PUNO,SAN ROMAN,3299,GOB REGIONAL,JULIACA,SALIDA A HUANACANE KILOMETRO 2 SAN ROMAN PUNO,-15.481712599999998,-70.12015339999999
PERUANO SUIZA,CUSCO,CUSCO,11163,PRIVADO,CUSCO,AVENIDA PERÚ K-3 URBANIZACIÓN QUISPICANCHISS CUSCO CUSCO,-13.526249900000002,-71.94549620000001
HOSPITAL REGIONAL DE PUCALLPA,UCAYALI,CORONEL PORTILLO,5576,GOB REGIONAL,CALLERIA,JIRÓN JR AGUSTIN CAUPER N 285 - PUCALLPA JR AGUSTIN CAUPER N 285 - PUCALLPA CALLERIA CORONEL PORTILLO UCAYALI  CORONEL PORTILLO UCAYALI,-8.374862299999998,-74.5323571
CLINICA CENTENARIO PERUANO JAPONESA,LIMA,LIMA,8325,PRIVADO,PUEBLO LIBRE,AV. PASO DE LOS ANDES 675 LIMA LIMA,-12.0731243,-77.059128
CLINICA SERVISALUD,LIMA,LIMA,14181,PRIVADO,JESUS MARIA,JR.MAXIMO ABRIL 552 LIMA LIMA,-12.0709289,-77.03959429999998
DR.DANIEL ALCIDES CARRION GARCIA.,PASCO,PASCO,979,GOB REGIONAL,YANACANCHA,ACTUALIZAR PASCO PASCO,-10.663981,-76.2533128
HOSPITAL DE LA MUJER.,LIMA,LIMA,13952,PRIVADO,SURQUILLO,AVENIDA AV MARISCAL ANDRES AVELINO CACERES 559-563 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1193837,-77.01973319999998
HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,LIMA,LIMA,13591,FFAA Y PNP,JESUS MARIA,AVENIDA BRASIL CUADRA 26 SN SN AVENIDA BRASIL CUADRA 26 SN MIRAFLORES LIMA LIMA  LIMA LIMA,-12.0847014,-77.0602522
CLINICA MONTE SINAI,LIMA,LIMA,9145,PRIVADO,LINCE,JIRÓN JR. GARCILASO DE LA VEGA 1799 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0831036,-77.04051379999999
CLINICA MEDICA ZEGARRA S.A.C.,LIMA,LIMA,9144,PRIVADO,COMAS,AVENIDA AVENIDA TUPAC AMARU 1801 URB HUAQUILLAY - COMAS DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-11.9455311,-77.050539
CLINICA ARROYO,LIMA,LIMA,18667,PRIVADO,SAN ISIDRO,AVENIDA AV. PABLO CARRIQUIRY 798 CORPAC SAN ISIDRO DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0997879,-77.0186137
CLINICA BELEN S.A.C. (CLINICA BELEN),ANCASH,SANTA,17075,PRIVADO,CHIMBOTE,AV. JOSE GALVEZ N° 1158 CAR. PANAMERICANA NORTE SANTA ANCASH,-9.0668991,-78.5878005
HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS,CAJAMARCA,CHOTA,4659,GOB REGIONAL,CHOTA,JR. EXEQUIEL  MONTOYA N 718 CHOTA CAJAMARCA,-6.5624454,-78.6522533
CLINIC NOVASALUD,LIMA,LIMA,24178,PRIVADO,VILLA EL SALVADOR,PASAJE SECTOR 2 GRUPO RESIDENCIAL 10 MANZANA I LOTE 2 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.2110311,-76.93330959999999
SAN JAVIER BELLAVISTA,CAJAMARCA,JAEN,4223,GOB REGIONAL,BELLAVISTA,JR DANIEL ALCIDES CARRION SN JAEN CAJAMARCA,-7.1463747,-78.52032290000001
"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""",LORETO,MAYNAS,3,GOB REGIONAL,PUNCHANA,AVENIDA AVENIDA 28 DE JULIO SN NÚMERO SN DISTRITO PUNCHANA PROVINCIA MAYNAS DEPARTAMENTO LORETO  MAYNAS LORETO,-3.7276304,-73.24889329999998
NAC. DANIEL A. CARRION,CALLAO,CALLAO,6218,GOB REGIONAL,BELLAVISTA,AV. GUARDIA CHALACA N 2176 CALLAO CALLAO,-12.0628109,-77.1235085
DE APOYO CELENDIN,CAJAMARCA,CELENDIN,4466,GOB REGIONAL,CELENDIN,AV. TUPAC AMARU SN CELENDIN CAJAMARCA,-6.868655099999999,-78.1426417
CLINICA KIRSCHBAUM,LIMA,LIMA,15179,PRIVADO,SAN BORJA,AV. JAVIER PRADO ESTE 2973 LIMA LIMA,-12.08636,-76.9937599
MARIA AUXILIADORA,AMAZONAS,RODRIGUEZ DE MENDOZA,4950,GOB REGIONAL,SAN NICOLAS,JIRÓN JIRON ALONSO DE ALVARADO SN - RODRIGUEZ DE MENDOZA SN JIRON ALONSO DE ALVARADO SN - RODRIGUEZ DE MENDOZA SAN NICOLAS RODRIGUEZ DE MENDOZA AMAZONAS  RODRIGUEZ DE MENDOZA AMAZONAS,-6.3953903,-77.47912629999998
ELEAZAR GUZMAN BARRON,ANCASH,SANTA,1703,GOB REGIONAL,NUEVO CHIMBOTE,AV. BRASIL SN URB. SANTA CRISTINA SANTA ANCASH,-9.119811,-78.5216348
MELO CLINICA DE REPRODUCCION Y GENETICA,AREQUIPA,AREQUIPA,17588,PRIVADO,AREQUIPA,CALLE CALLE MALAGA GRENET N 110 - UMACOLLO DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA  AREQUIPA AREQUIPA,-16.400418,-71.5477884
CLINICA FLEMING,LIMA,LIMA,10467,PRIVADO,SAN BORJA,JIRÓN JR ALEXANDER FLEMING 103 URB SAN BORJA SUR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1017164,-77.00681440000001
CLÍNICA NORVISION,LIMA,LIMA,11741,PRIVADO,PUEBLO LIBRE,AV.PASO DE LOS ANDES 850 PUEBLO LIBRE LIMA LIMA,-12.071017300000001,-77.0587175
HOSPITAL DE APOYO SIHUAS,ANCASH,SIHUAS,1795,GOB REGIONAL,SIHUAS,JIRÓN JR. DANIEL ALCIDES CARRION SN - AGUASHIRCA-SIHUAS NÚMERO SN DISTRITO SIHUAS PROVINCIA SIHUAS DEPARTAMENTO ANCASH  SIHUAS ANCASH,-8.552672300000001,-77.63198390000001
HOSPITAL HIPOLITO UNANUE DE TACNA,TACNA,TACNA,2864,GOB REGIONAL,TACNA,CALLE FEDERICO BARRETO SN TACNA TACNA,-18.0130111,-70.25575440000001
clinica especializada amazonica sac,UCAYALI,CORONEL PORTILLO,27312,PRIVADO,,clinica especializada amazonica sac CORONEL PORTILLO UCAYALI,-8.3789829,-74.53690139999998
"HOSPITAL DE APOYO II - 2, SULLANA",PIURA,SULLANA,1910,GOB REGIONAL,SULLANA,AV. SANTA ROSA SN SULLANA PIURA,-4.8957207,-80.6939993
HOSPITAL SANDIA,PUNO,SANDIA,3335,GOB REGIONAL,SANDIA,JIRON ARICA N 448 SANDIA PUNO,-14.3204275,-69.4652921
CLINICA PERUANO AMERICANA S. A.,LA LIBERTAD,TRUJILLO,13373,PRIVADO,TRUJILLO,AV. MANSICHE N 810 TRUJILLO LA LIBERTAD,-8.103671799999999,-79.0368008
HOSPITAL DOMINGO OLAVEGOYA,JUNIN,JAUJA,365,GOB REGIONAL,JAUJA,JIRÓN JR. SAN MARTIN N1153 URBANIZACION OLAVEGOYA DISTRITO JAUJA PROVINCIA JAUJA DEPARTAMENTO JUNIN  JAUJA JUNIN,-11.776955099999999,-75.49614509999998
CLINICA ZARATE,JUNIN,HUANCAYO,25973,PRIVADO,,CLINICA ZARATE HUANCAYO JUNIN,-12.0603631,-75.20541109999998
LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,ICA,ICA,15963,PRIVADO,ICA,AVENIDA CONDE DE NIEVA N° 360 URB. LUREN DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA  ICA ICA,-14.073479500000001,-75.72491720000001
CLINICA OFTALMOLOGICA DEL CENTRO DEL PERU,JUNIN,HUANCAYO,10250,PRIVADO,EL TAMBO,JR ROSEMBERG N 427 HUANCAYO JUNIN,-12.0558237,-75.2165005
YUNGUYO,PUNO,YUNGUYO,3349,GOB REGIONAL,YUNGUYO,JR. LIMA N 938 - YUNGUYO YUNGUYO PUNO,-16.2469386,-69.0908554
HOSPITAL LUCIO ALDAZABAL PAUCA,PUNO,HUANCANE,3068,GOB REGIONAL,HUANCANE,AV SANTA CRUZ SN HUANCANE PUNO,-15.197973900000001,-69.7663851
SEÑOR DE LUREN DE ICA,ICA,ICA,9660,PRIVADO,ICA,AVENIDA SAN MARTIN N° 536 URB. LA MORALES DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA  ICA ICA,-14.0686337,-75.7294208
ILAVE,PUNO,EL COLLAO,3032,GOB REGIONAL,ILAVE,JR. ATAHUALPA N 685 - ILAVE EL COLLAO PUNO,-16.0838117,-69.6385627
CLINICA CORI,LIMA,LIMA,23151,PRIVADO,LOS OLIVOS,AVENIDA CARLOS ALBERTO IZAGUIRRE 978 L 13 14 15 LAS PALMERAS A una cuadra de la Municipalidad de Los Olivos LOS OLIVOS LIMA LIMA  LIMA LIMA,-11.9910913,-77.073246
SAN JUAN PABLO II,CUSCO,CUSCO,12995,OTROS,SANTIAGO,PLAZOLETA ALMUDENA SN DIST. SANTIAGO PROV.CUSCO DPTO. CUSCO CUSCO CUSCO,-13.524196300000002,-71.986987
CONSULTORIOS  MÉDICOS ESPECIALIZADOS CJ S.A.C,CALLAO,CALLAO,26735,PRIVADO,,CONSULTORIOS  MÉDICOS ESPECIALIZADOS CJ S.A.C CALLAO CALLAO,-12.0752969,-77.0449196
DE APOYO MANUEL HIGA ARAKAKI,JUNIN,SATIPO,432,GOB REGIONAL,SATIPO,CALLE CALLE DANIEL ALCIDES CARRION N 398 DISTRITO SATIPO PROVINCIA SATIPO DEPARTAMENTO JUNIN  SATIPO JUNIN,-11.2490622,-74.6361823
CLINICA SAN ANDRES,LIMA,HUARAL,17081,PRIVADO,HUARAL,CALLE CALLE DE LOS INCAS N° 288 LOTIZADORA SEOR DE LOS MILAGROS MZ F LOTE 1 Y 2 CALLE DE LOS INCAS N° 288 LOTIZADORA SEOR DE LOS MILAGROS MZ F LOTE 1 Y 2 HUARAL HUARAL LIMA  HUARAL LIMA,-11.4922494,-77.2128864
CLINICA DEL NORTE,LIMA,LIMA,17847,PRIVADO,LOS OLIVOS,AVENIDA UNIVERSITARIA MZ- B LT- 12 COOP. CAJABAMBA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-11.9903703,-77.08128599999998
CLÍNICA DE ATENCIÓN GENERAL (CLINICA BAHIA S.A.C.),ANCASH,SANTA,16536,PRIVADO,NUEVO CHIMBOTE,URB. SANTA ROSA  MZ-F LT-24 SANTA ANCASH,-9.1220077,-78.52301870000001
CLINICA MEDICA PRIMAVERA,LIMA,LIMA,12106,PRIVADO,LOS OLIVOS,JR. LOS JAZMINES N° 122 URB. PRIMAVERA - LOS OLIVOS LIMA LIMA,-12.0086397,-77.0757266
CLIN. DANIEL A. CARRION,ICA,CHINCHA,25160,PRIVADO,,CLIN. DANIEL A. CARRION CHINCHA ICA,-13.423832,-76.1346453
HOSPITAL II-1 SANTA CLOTILDE,LORETO,MAYNAS,66,GOB REGIONAL,NAPO,ACTUALIZAR MAYNAS LORETO,-3.7700696000000002,-73.2625513
OPRECE,LIMA,LIMA,17703,PRIVADO,MAGDALENA DEL MAR,AV. BRASIL 3219 LIMA LIMA,-12.0891303,-77.0650552
CARLOS CORNEJO ROSELLO,PUNO,AZANGARO,2941,GOB REGIONAL,AZANGARO,JR- FRANCISCO BOLOGNESI N 557 AZANGARO PUNO,-14.904166,-70.19968659999999
HOSPITAL DE  RIOJA,SAN MARTIN,RIOJA,6732,GOB REGIONAL,RIOJA,JR. VENECIA SN RIOJA SAN MARTIN,-6.0684054000000005,-77.17026709999998
"HOSP. ""ROMAN EGOAVIL PANDO"" VILLA RICA",PASCO,OXAPAMPA,981,GOB REGIONAL,VILLA RICA,AV. VALENTIN CUEVA SN- VILLA RICA OXAPAMPA PASCO,-10.7373231,-75.27361490000001
HOSPITAL DE HUAYCAN,LIMA,LIMA,5883,MINSA,ATE,AV JOSÉ C.MARIÁTEGUI SN ZONA B - A.H.HUAYCÁN LIMA LIMA,-12.015669,-76.8202878
SR DE TORRECHAYOC,CUSCO,LA CONVENCION,26080,PRIVADO,,SR DE TORRECHAYOC LA CONVENCION CUSCO,-12.868355000000001,-72.6919814
GONZALES PINEDO RODOLFO (CLINICA ANTONIO MIROQUESADA),LIMA,LIMA,17392,PRIVADO,LIMA,JR. ANTONIO MIROQUESADA NRO.332 - CERCADO LIMA LIMA,-12.049628,-77.030399
SANTA ROSA,MADRE DE DIOS,TAMBOPATA,2698,GOB REGIONAL,TAMBOPATA,JR. CAJAMARCA N 171 TAMBOPATA MADRE DE DIOS,-12.5892035,-69.19625959999999
CLINICA CORAZON DE JESUS,LIMA,CAÑETE,26070,PRIVADO,,CLINICA CORAZON DE JESUS CAETE LIMA,-13.0754852,-76.3794369
CLINICA BOLIVAR S.A.C,HUANUCO,HUANUCO,19176,PRIVADO,HUANUCO,JR. BOLIVAR N° 490 HUANUCO HUANUCO,-9.930067,-76.236699
CLINICA  BELLMED,LA LIBERTAD,TRUJILLO,12292,PRIVADO,TRUJILLO,AV. TUPAC AMARU N 849 URB. PRIMAVERA TRUJILLO LA LIBERTAD,-8.0971674,-79.03046009999998
LOS ANGELES DE CCARAHUASA,HUANCAVELICA,HUANCAVELICA,3875,GOB REGIONAL,ACORIA,OTROS CENTRO POBLADO LOS ANGELES DE CCARAHUASA CENTRO POBLADO LOS ANGELES DE CCARAHUASA ACORIA HUANCAVELICA HUANCAVELICA  HUANCAVELICA HUANCAVELICA,-12.711905900000001,-74.8879915
CLINICA ISABEL,TACNA,TACNA,11466,PRIVADO,TACNA,CALLE ARICA N 151 CALLE ARICA N 151 TACNA TACNA TACNA  TACNA TACNA,-18.017560600000003,-70.2505072
CLINICA GONZALEZ S.A.,LIMA,LIMA,15684,PRIVADO,LINCE,AVENIDA IGNACIO MERINO 1884 LIMA LIMA,-12.08296,-77.032814
CLINICA ALIVIARI,AREQUIPA,AREQUIPA,21966,PRIVADO,YANAHUARA,CALLE CALLE LEÓN VELARDE N° 406 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA  AREQUIPA AREQUIPA,-16.3841071,-71.54050840000001
OCULASER SAC,LIMA,LIMA,9483,PRIVADO,LIMA,AV. ARENALES 1181LIMA CERCADO LIMA LIMA,-12.0798735,-77.0363455
CLÍNICA VISTA,LIMA,LIMA,15716,PRIVADO,JESUS MARIA,JIRON CARACAS 2410 LIMA LIMA,-12.085456,-77.0568
CLÍNICA SANTA CATALINA,LIMA,LIMA,9431,PRIVADO,LA VICTORIA,CALLE CALLE JOSE BAZZOCHI N 339  339 SANTA CATALINA CALLE JOSE BAZZOCHI N 339 - URB. SANTA CATALINA LA VICTORIA LIMA LIMA  LIMA LIMA,-12.082645800000002,-77.0232457
HOSPITAL DE APOYO CESAR VALLEJO MENDOZA,LA LIBERTAD,SANTIAGO DE CHUCO,5332,GOB REGIONAL,SANTIAGO DE CHUCO,JIRÓN JR. MARISCAL CACERES 1145 DISTRITO SANTIAGO DE CHUCO PROVINCIA SANTIAGO DE CHUCO DEPARTAMENTO LA LIBERTAD  SANTIAGO DE CHUCO LA LIBERTAD,-8.145180700000001,-78.1735887
HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA,AREQUIPA,AREQUIPA,1231,GOB REGIONAL,AREQUIPA,AV. ALCIDES CARRION N° 505 AREQUIPA AREQUIPA,-16.4164481,-71.53304890000001
OBRA DE SAN CAMILO,LIMA,LIMA,26473,PRIVADO,,OBRA DE SAN CAMILO LIMA LIMA,-12.046735,-77.0222457
HOSPITAL DE TINGO MARIA (HOSPITAL DE CONTINGENCIA),HUANUCO,LEONCIO PRADO,932,GOB REGIONAL,LUYANDO,HOSPITAL MAPRESA-TINGO MARIA LEONCIO PRADO HUANUCO,-9.301680099999999,-76.0000687
HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION,JUNIN,HUANCAYO,753,GOB REGIONAL,HUANCAYO,AV. DANIEL A.CARRION N 1552-1556 HUANCAYO JUNIN,-12.086868199999998,-75.21351640000002
VIRGEN DEL ROSARIO SA,ICA,ICA,9606,PRIVADO,ICA,CALLE CALLAO N° 263 ICA ICA,-14.0618065,-75.7293562
CLINICA SANTO DOMINGO,JUNIN,HUANCAYO,8516,PRIVADO,HUANCAYO,AV. FRANCISCO SOLANO NRO. 274 HUANCAYO JUNIN,-12.060878599999999,-75.2042282
CLINICA OFTALMOLOGICA DE LA SELVA,SAN MARTIN,SAN MARTIN,15835,PRIVADO,LA BANDA DE SHILCAYO,PASAJE LAS TUNAS N 264 - 270 SAN MARTIN SAN MARTIN,-6.4898213999999985,-76.35192529999998
INCHUPALLA,PUNO,PUNO,3230,GOB REGIONAL,PICHACANI,CARRETERA INCHUPALLA FRENTE AL MUNICIPIO PUNO PUNO,-15.840182,-70.0280305
HOSPITAL REFERENCIAL FERREÑAFE,LAMBAYEQUE,FERREÑAFE,4440,GOB REGIONAL,FERREÑAFE,AV. AUGUSTO B. LEGUIA N 600 FERREAFE LAMBAYEQUE,-6.762631699999999,-79.84216740000001
CLINICA TATAJE,ICA,ICA,9648,PRIVADO,ICA,AVENIDA CONDE DE NIEVA N° 355 URB. LUREN DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA  ICA ICA,-14.0734598,-75.72488390000001
CLINICA REAL LOS LAURELES SAC,LIMA,LIMA,12220,PRIVADO,CHORRILLOS,CALLE ARMANDO CAMBANA N279 URB. LOS LAURELES - CHORRILLOS LIMA LIMA,-12.1748714,-77.02031300000002
CLINICA SAN MARTIN,LIMA,LIMA,14509,PRIVADO,SAN JUAN DE LURIGANCHO,AV. PROCERES DE LA INDEPENDENCIA 576 LIMA LIMA,-12.022381,-77.0065905
IPOR CLINICA ESPECIALIZADA ONCOLOGIA & CIRUGIA,LIMA,LIMA,11346,PRIVADO,SAN BORJA,JR. EDUARDO ORDOEZ N 215 - 219 LIMA LIMA,-12.1056534,-77.00743849999998
FAMISALUD SAC,ICA,PISCO,27173,PRIVADO,,FAMISALUD SAC PISCO ICA,-13.7088666,-76.20145179999999
BELLAVISTA NANAY,LORETO,MAYNAS,16,GOB REGIONAL,PUNCHANA,AV. LA MARINA N2880 MAYNAS LORETO,-3.722424199999999,-73.2414624
CLINICA SAN ANTONIO,LA LIBERTAD,TRUJILLO,12301,PRIVADO,TRUJILLO,AV. LARCO N 620 - 630 URB. SAN ANDRÉS TRUJILLO LA LIBERTAD,-8.120304599999999,-79.0353327
OPTIMA VISION S.R.L. (OPTIMA VISION),LIMA,LIMA,15182,PRIVADO,MIRAFLORES,AV. ANGAMOS OESTE 884 LIMA LIMA,-12.1137996,-77.0377585
HOSPITAL DE CAMANA,AREQUIPA,CAMANA,1344,GOB REGIONAL,CAMANA,AV LIMA 550 CAMANA AREQUIPA,-16.618263199999998,-72.70817269999998
CLINICA VIRGEN DEL ROSARIO SRL,LIMA,LIMA,11803,PRIVADO,MAGDALENA DEL MAR,JR. CASTILLA N° 976 LIMA LIMA,-12.163920800000001,-76.9423759
PRAXIS MEDICAL S.A.C.,AREQUIPA,AREQUIPA,24208,PRIVADO,,PRAXIS MEDICAL S.A.C. AREQUIPA AREQUIPA,-16.3887084,-71.5409973
"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""",LORETO,MAYNAS,1,GOB REGIONAL,IQUITOS,CALLE CORNEJO PORTUGAL N° 1710 MAYNAS LORETO,-3.7640762999999997,-73.25430290000001
CLINICA ORTEGA,JUNIN,HUANCAYO,8858,PRIVADO,HUANCAYO,AV. DANIEL A. CARRION N 1124 HUANCAYO JUNIN,-12.086868199999998,-75.21351640000002
CEFERGIN,AREQUIPA,AREQUIPA,18935,PRIVADO,YANAHUARA,OTROS URBANIZACIÓN INDEPENDENCIA AMERICANA D - 8 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA  AREQUIPA AREQUIPA,-16.4017911,-71.5514014
CLINICA MAISON DE SANTE DEL ESTE,LIMA,LIMA,15118,PRIVADO,SANTIAGO DE SURCO,AV. PROLONGACION ALFREDO BENAVIDES 5362 URB. LAS GARDENIAS SANTIAGO DE SURCO LIMA LIMA,-12.1304301,-76.98116040000001
LIGA CONTRA EL CÁNCER,LIMA,LIMA,15077,PRIVADO,PUEBLO LIBRE,AVENIDA AVENIDA BRASIL 2746 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0847639,-77.06212409999998
CLINICA LUZ Y VIDA,LA LIBERTAD,TRUJILLO,21354,PRIVADO,TRUJILLO,CAL.TAKAYNAMO MZA. SN LOTE. 10 A.H. LA ARENITA TRUJILLO LA LIBERTAD,-8.1001116,-79.04773929999999
CLINICA AVIVA SEDE MENDIOLA,LIMA,LIMA,26936,PRIVADO,,CLINICA AVIVA SEDE MENDIOLA LIMA LIMA,-11.9547045,-77.06988319999998
CLINICA PROVIDENCIA,LIMA,LIMA,12666,PRIVADO,SAN MIGUEL,CALLE CARLOS GONZALES 250 URB. MARANGA LIMA LIMA,-12.0750842,-77.0914
CLINICA CONTINENTAL,LIMA,LIMA,11547,PRIVADO,SAN BORJA,AV. SAN BORJA SUR N° 526 LIMA LIMA,-12.101414,-77.003663
